doc_id,year,doc_name_short,doc_name
3195,2011,Robust Language Acquisition  an Emergent,Robust Language Acquisition  an Emergent Consequence of Language as a Complex Adaptive System
3196,2011,Its around here Residential history and ,Its around here Residential history and the meaning of Midwest
3197,2011,Agency and Rhythmic Coordination Are We ,Agency and Rhythmic Coordination Are We Naught but Moving Dots
3198,2011,Cognitive Representations and Enacting A,Cognitive Representations and Enacting Actions in Computer Simulated Environments
3199,2011,The different effects of thinking aloud ,The different effects of thinking aloud and writing on graph comprehension
3200,2011,Childrens comprehension and production o,Childrens comprehension and production of transitive sentences is sensitive to the causal structure of events
3201,2011,Concept Learning and Modal Reasoning,Concept Learning and Modal Reasoning
3202,2011,Reasoning in teaching and misleading sit,Reasoning in teaching and misleading situations
3203,2011,Finding neural correlates of drift diffu,Finding neural correlates of drift diffusion processes in EEG oscillations
3204,2011,Temporal Dynamics of Scan Patterns in Co,Temporal Dynamics of Scan Patterns in Comprehension and Production
3205,2011,The emergence of procedural conventions ,The emergence of procedural conventions in dialogue
3206,2011,Identifying causal pathways with and wit,Identifying causal pathways with and without diagrams
3207,2011,Ghosts of Theories Past The Ever-Present,Ghosts of Theories Past The Ever-Present Influence of Long-Discarded Theories
3208,2011,Horizontal Trumps Vertical in the Spatia,Horizontal Trumps Vertical in the Spatial Organization of Numerical Magnitude
3209,2011,Religious Belief Systems of Persons with,Religious Belief Systems of Persons with High Functioning Autism
3210,2011,The Effects of Peer Communication with D,The Effects of Peer Communication with Diagrams on Students Math Word Problem Solving Processes and Outcomes
3211,2011,Acquiring English dative verbs proficien,Acquiring English dative verbs proficiency effects in German L2 learners
3212,2011,A value-relativistic decision theory pre,A value-relativistic decision theory predicts known biases in human preferences
3213,2011,A Developmental Trend in the Structure o,A Developmental Trend in the Structure of Time-Estimation Performance
3214,2011,Adolescent Reasoning in Mathematics Expl,Adolescent Reasoning in Mathematics Exploring Middle School Students Strategic Approaches in Empirical Justifications
3215,2011,Exploration and Exploitation in Memory S,Exploration and Exploitation in Memory Search Across the Lifespan
3216,2011,A Pseudo-Deterministic Model of Human La,A Pseudo-Deterministic Model of Human Language Processing
3217,2011,Visualizing Feedback Using Graphical Cue,Visualizing Feedback Using Graphical Cues to Promote Self-Regulated Learning
3218,2011,Types of Cognitive Content and the Role ,Types of Cognitive Content and the Role of Relational Processing in the Illusion of Explanatory Depth
3219,2011,Implicit learning of phonotactic constra,Implicit learning of phonotactic constraints Transfer from perception to production
3220,2011,Executive Functioning in Children and Ad,Executive Functioning in Children and Adolescents with Disabilities
3221,2011,Discovering Inductive Biases in Categori,Discovering Inductive Biases in Categorization through Iterated Learning
3222,2011,Capturing mental state reasoning with in,Capturing mental state reasoning with influence diagrams
3223,2011,Efficiency and Minimal Change in Spatial,Efficiency and Minimal Change in Spatial Belief Revision
3224,2011,A Computational Study of Late Talking in,A Computational Study of Late Talking in Word-Meaning Acquisition
3225,2011,The contribution of cognitive style cogn,The contribution of cognitive style cognitive abilities and expertise to the solving of complex problems
3226,2011,The Effect of Labels on Childrens Catego,The Effect of Labels on Childrens Category Learning
3227,2011,Bodily Relativity The body-specificity o,Bodily Relativity The body-specificity of language and thought
3228,2011,Explanation-based Mechanisms for Learnin,Explanation-based Mechanisms for Learning An Interdisciplinary Approach
3229,2011,Evidence against a strong association be,Evidence against a strong association between numerical symbols and the quantities they represent
3230,2011,Investigating the effects of prestige on,Investigating the effects of prestige on the diffusion of linguistic variants
3231,2011,The Role of Working Memory in Implicit a,The Role of Working Memory in Implicit and Explicit Language Learning
3232,2011,Core phonology Evidence from grammatical,Core phonology Evidence from grammatical universals
3233,2011,Modeling Utterance-mediated Attention in,Modeling Utterance-mediated Attention in Situated Language Comprehension
3234,2011,Spatial Reasoning within Visible Functio,Spatial Reasoning within Visible Functional Constraints
3235,2011,Working Memory Capacity and Generalizati,Working Memory Capacity and Generalization in Predictive Learning
3236,2011,Semantic Aesthetic and Cognitive Effects,Semantic Aesthetic and Cognitive Effects of Flashbacks in Film
3237,2011,Motor Simulation and Verbal Association ,Motor Simulation and Verbal Association in Idiom-Idiom Verification Effects of Imageability
3238,2011,Space (and Time) for Culture,Space (and Time) for Culture
3239,2011,The Role of Mental Elaborations in Makin,The Role of Mental Elaborations in Making Counterintuitive Ideas Memorable
3240,2011,The Number Type and Configuration of Lan,The Number Type and Configuration of Landmarks Distort Distance Estimates
3241,2011,Visualizing thought Mapping category and,Visualizing thought Mapping category and continuum
3242,2011,Generalization to Novel Consonants in Ar,Generalization to Novel Consonants in Artificial Grammar Learning
3243,2011,Distributed Cognition and Insight Proble,Distributed Cognition and Insight Problem Solving
3244,2011,Look No Goals A Sufficient Model of Simp,Look No Goals A Sufficient Model of Simple Algebra Problem Solving Without Explicit Goal Representation
3245,2011,Top-down Planning and Bottom-up Percepti,Top-down Planning and Bottom-up Perception in a Problem-solving Task
3246,2011,Distributional and Temporal Properties o,Distributional and Temporal Properties of Eye Movement Trajectories in Scene Perception
3247,2011,Why Neurons Cannot be Detectors Shifting,Why Neurons Cannot be Detectors Shifting Paradigms from Sherlock Holmes to Elvis Presley
3248,2011,What Varying the Learning Task and Categ,What Varying the Learning Task and Category Structure Reveals About Inference Learning
3249,2011,Fortunate Conjunctions Revived Feature B,Fortunate Conjunctions Revived Feature Binding with the 2f-ST2 Model
3250,2011,Individual vocabulary differences and th,Individual vocabulary differences and the development of the shape bias
3251,2011,Analyzing Conservative and Liberal Blogs,Analyzing Conservative and Liberal Blogs Related to the Construction of the Ground Zero Mosque
3252,2011,Evidence for Alignment in a Computer-Med,Evidence for Alignment in a Computer-Mediated Text-Only Environment
3253,2011,Conceptual Combination versus Critical C,Conceptual Combination versus Critical CombinationDevising Creative Solutions using the Sequential Application of Crowds
3254,2011,Modeling Verb Lexicalization Biases usin,Modeling Verb Lexicalization Biases using Hierarchical Bayesian Models
3255,2011,Tutorial on using the Psychology Experim,Tutorial on using the Psychology Experiment Building Language (PEBL) in the laboratory the field and the classroom
3256,2011,Acquiring Word Learning Biases,Acquiring Word Learning Biases
3257,2011,An Ideal Observer Model of Visual Short-,An Ideal Observer Model of Visual Short-Term Memory Predicts Human CapacityPrecision Tradeoffs
3258,2011,Learning individual words and learning a,Learning individual words and learning about words simultaneously
3259,2011,Factors Related to Passage Length Implic,Factors Related to Passage Length Implications for Second Language Listening Comprehension
3260,2011,A Linguistic Remark on SNARC Language an,A Linguistic Remark on SNARC Language and Perceptual Processes in Spatial-Numerical Association
3261,2011,Spatial Demonstratives Perceptual Space ,Spatial Demonstratives Perceptual Space and Linguistic Diversity
3262,2011,Transductionally Bounded Hierarchical Sy,Transductionally Bounded Hierarchical Systems
3263,2011,Neural Cognitive Modelling A Biologicall,Neural Cognitive Modelling A Biologically Constrained Spiking Neuron Model of the Tower of Hanoi Task
3264,2011,Gender Spatial Ability and High-Stakes T,Gender Spatial Ability and High-Stakes Testing
3265,2011,The Virtues and Vices of Biased Rational,The Virtues and Vices of Biased Rationality An Eco-Cognitive Account
3266,2011,Visual Motion Perception using Critical ,Visual Motion Perception using Critical Branching Neural Computation
3267,2011,Unconscious vs Conscious Thought in Caus,Unconscious vs Conscious Thought in Causal Decision Making
3268,2011,The learnability of constructed language,The learnability of constructed languages reflects typological patterns
3269,2011,Grow your own representations Computatio,Grow your own representations Computational constructivism
3270,2011,Pitch Structure of Melodic Lines An Inte,Pitch Structure of Melodic Lines An Interface between Physics and Perception
3271,2011,Effects of information comprehensibility,Effects of information comprehensibility and argument type on lay recipients readiness to defer to experts when deciding about scientific knowledge claims
3272,2011,Reasoning with Conjunctive Causes,Reasoning with Conjunctive Causes
3273,2011,To catch a liar The effects of truthful ,To catch a liar The effects of truthful and deceptive testimony on inferential learning
3274,2011,Cued multimodal learning in infancy a ne,Cued multimodal learning in infancy a neuro-computational model
3275,2011,Analysis of Structural Relations among P,Analysis of Structural Relations among Perceptions on Good Instruction Course Satisfaction and Academic Achievement
3276,2011,Strategy Shifting in a Procedural-Motor ,Strategy Shifting in a Procedural-Motor Drawing Task
3277,2011,The inception of simulation a hypothesis,The inception of simulation a hypothesis for the role of dreams in young children
3278,2011,Joint Action Theory and Pair Analytics I,Joint Action Theory and Pair Analytics In-vivo Studies of Cognition and Social Interaction in Collaborative Visual Analytics
3279,2011,Theory of Mind brain regions are sensiti,Theory of Mind brain regions are sensitive to the content not the structural complexity of belief attributions
3280,2011,Computational exploration of the relatio,Computational exploration of the relationship between holistic processing and right hemisphere lateralization in featural and configural recognition tasks
3281,2011,Influence of Implicit Beliefs and Visual,Influence of Implicit Beliefs and Visual Working Memory on Label Use
3282,2011,A Non-Phylogenetic Conceptual Network Ar,A Non-Phylogenetic Conceptual Network Architecture for Organizing Classes of Material Artifacts into Cultural Lineages
3283,2011,Learning Causal Direction from Repeated ,Learning Causal Direction from Repeated Observations over Time
3284,2011,Childrens Use of Structure Mapping in Nu,Childrens Use of Structure Mapping in Numerical Estimation
3285,2011,One shot learning of simple visual conce,One shot learning of simple visual concepts
3286,2011,Canonical views of scenes depend on the ,Canonical views of scenes depend on the shape of the space
3287,2011,Distinguishing Levels of Grounding that ,Distinguishing Levels of Grounding that Underlie Transfer of Learning
3288,2011,Chomsky and embodied cognition A sensori,Chomsky and embodied cognition A sensorimotor interpretation of Minimalist logical form
3289,2011,Interaction between Body and Environment,Interaction between Body and Environment in Insight Problem Solving
3290,2011,Rapid extraction of event participants i,Rapid extraction of event participants in caused motion events
3291,2011,When More Evidence Makes Word Learning L,When More Evidence Makes Word Learning Less Suspicious
3292,2011,Exploring Moral Reasoning in a Cognitive,Exploring Moral Reasoning in a Cognitive Architecture
3293,2011,Two ways of grounding the discussion on ,Two ways of grounding the discussion on extended cognition
3294,2011,Does Space Structure Spatial Language Li,Does Space Structure Spatial Language Linguistic Encoding of Space in Sign Languages
3295,2011,Word Learning through Sensorimotor Child,Word Learning through Sensorimotor Child-Parent Interaction A Feature Selection Approach
3296,2011,Gesture During Mental Rotation,Gesture During Mental Rotation
3297,2011,Philosophers three year olds  autistics,Philosophers three year olds  autistics
3298,2011,The Role of Comparison in Mathematics Le,The Role of Comparison in Mathematics Learning
3299,2011,Toddlers understanding of prediction int,Toddlers understanding of prediction intervention and means of transmission When psychological outcomes are easier than physical ones
3300,2011,Observational Category Learning as a Pat,Observational Category Learning as a Path to More Robust Generative Knowledge
3301,2011,Spatial Thinking in Physics Longitudinal,Spatial Thinking in Physics Longitudinal Impacts of 3-D Spatial Training
3302,2011,Design features of language emerge from ,Design features of language emerge from general-purpose learning mechanisms
3303,2011,Metacognitive Prompting Aids Dynamic Dec,Metacognitive Prompting Aids Dynamic Decision-Making
3304,2011,Associative and Categorical Priming in R,Associative and Categorical Priming in Recognition of Individuals
3305,2011,Graded structure in adjective categories,Graded structure in adjective categories
3306,2011,Beyond probability gain Information acce,Beyond probability gain Information access strategies in category learning
3307,2011,A Liquid-State Model of Variability Effe,A Liquid-State Model of Variability Effects in Learning Nonadjacent Dependencies
3308,2011,Sequential similarity and comparison eff,Sequential similarity and comparison effects in category learning
3309,2011,Use of Complementary Actions Decreases w,Use of Complementary Actions Decreases with Expertise
3310,2011,Visual attention during spatial language,Visual attention during spatial language comprehension Reference alone isnt enough
3311,2011,Transfer and the Effects of Context Outs,Transfer and the Effects of Context Outside of the Training Task
3312,2011,Rethinking the role of error in attentio,Rethinking the role of error in attentional learning
3313,2011,Topic Shift in Efficient Discourse Produ,Topic Shift in Efficient Discourse Production
3314,2011,The Effects of Peer Tutoring and Teachab,The Effects of Peer Tutoring and Teachable Agent on Interest and Task Performance
3315,2011,Criterion Setting and the Dynamics of Re,Criterion Setting and the Dynamics of Recognition Memory
3316,2011,Action Imagery and the N400,Action Imagery and the N400
3317,2011,Modeling Performance Differences across ,Modeling Performance Differences across Systems Tasks and Strategies
3318,2011,Simulating a route with your index finge,Simulating a route with your index finger Effect of mental rehearsal on spatial memory
3319,2011,Looking at Nothing Diminishes with Pract,Looking at Nothing Diminishes with Practice
3320,2011,The Thickness of Musical Pitch Psychophy,The Thickness of Musical Pitch Psychophysical evidence for the Whorfian hypothesis
3321,2011,Naive Inference viewed as Computation,Naive Inference viewed as Computation
3322,2011,Making SNAP Judgments Rethinking the Spa,Making SNAP Judgments Rethinking the Spatial Representation of Number
3323,2011,The Development of Spatial Cognition Dur,The Development of Spatial Cognition During Childhood Extending Understanding of Perception Memory Language Maps and Gestures
3324,2011,Psychopaths Morality Ethicocentrism Free,Psychopaths Morality Ethicocentrism Free Will and the Fear of Decriminalization
3325,2011,Robot gaze does not reflexively cue huma,Robot gaze does not reflexively cue human attention
3326,2011,Perceptual learning and face recognition,Perceptual learning and face recognition  Disruption of second order relational information reduces the face inversion effect
3327,2011,Zipfian word frequencies support statist,Zipfian word frequencies support statistical word segmentation
3328,2011,Using Inverse Planning and Theory of Min,Using Inverse Planning and Theory of Mind for Social Goal Inference
3329,2011,Modeling Underlying Mechanisms of the Im,Modeling Underlying Mechanisms of the Implicit Association Test
3330,2011,The effect of time pressure and the spat,The effect of time pressure and the spatial integration of the stimulus dimensions on overall similarity categorization
3331,2011,Learning to perceive time A connectionis,Learning to perceive time A connectionist memory-decay model of the development of interval timing in infants
3332,2011,Now I like it now I dont Delay effects a,Now I like it now I dont Delay effects and retrospective judgment
3333,2011,The Influence of Co-occurrence Probabili,The Influence of Co-occurrence Probability on Knowledge Generalization in Preschool-Age Children
3334,2011,Conflict-Monitoring Framework Predicts L,Conflict-Monitoring Framework Predicts Larger Within-Language ISPC Effects Evidence from Turkish-English Bilinguals
3335,2011,Strategic Resources Support the Interpre,Strategic Resources Support the Interpretation of Doubly-Quantified Sentences
3336,2011,Racing for the City The Recognition Heur,Racing for the City The Recognition Heuristic and Compensatory Alternatives
3337,2011,Uncertainty and dependency in causal inf,Uncertainty and dependency in causal inference
3338,2011,Layers of Joint Commitments in Interpers,Layers of Joint Commitments in Interpersonal Communication
3339,2011,Individual Differences and Lexical Learn,Individual Differences and Lexical Learning Links to memory for faces things and words
3340,2011,Beyond Outcomes The Influence of Intenti,Beyond Outcomes The Influence of Intentions and Deception
3341,2011,Predictability effects in adult-directed,Predictability effects in adult-directed and infant-directed speech Does the listener matter
3342,2011,Linear Numerical Magnitude Representatio,Linear Numerical Magnitude Representations Aid Memory for Single Numbers
3343,2011,Which Parts of Scientific Explanations a,Which Parts of Scientific Explanations are Most Important
3344,2011,Blame the Skilled,Blame the Skilled
3345,2011,Matching Skin Conductance Data to a Cogn,Matching Skin Conductance Data to a Cognitive Model of Reappraisal
3346,2011,A Computational Model of Complex Skill L,A Computational Model of Complex Skill Learning in Varied-Priority Training
3347,2011,Why Radicals Win the Newsday Ratcheting-,Why Radicals Win the Newsday Ratcheting-up of Cultural Counterintuitiveness in Rumors and NRM Doctrine
3348,2011,Dual Character Concepts,Dual Character Concepts
3349,2011,Is there any Need to Mention Induction,Is there any Need to Mention Induction
3350,2011,The Influence of Co-Occurrence and Inher,The Influence of Co-Occurrence and Inheritance Information on Childrens Inductive Generalization
3351,2011,Segmenting and Recognizing Human Action ,Segmenting and Recognizing Human Action using Low-level Video Features
3352,2011,Exploring Visual Attention in Musicians ,Exploring Visual Attention in Musicians Temporal Spatial and Capacity Considerations
3353,2011,Processing Scalar Inferences in Face-Thr,Processing Scalar Inferences in Face-Threatening Contexts
3354,2011,How is knowledge transmitted in a small ,How is knowledge transmitted in a small world network through communicative interaction
3355,2011,Phonological Encoding of Sentence Produc,Phonological Encoding of Sentence Production
3356,2011,Explanation Effects Override Formal Cate,Explanation Effects Override Formal Category Definitions In Clinical Experts Diagnostic Judgments
3357,2011,Processing Emergent Features in Metaphor,Processing Emergent Features in Metaphor Comprehension
3358,2011,Experimental investigation of effects of,Experimental investigation of effects of representations and contexts on comprehension and generation of line graphs
3359,2011,On the Use of Size Modifiers When Referr,On the Use of Size Modifiers When Referring to Visible Objects
3360,2011,Gestures are Produced During Spatial Tas,Gestures are Produced During Spatial Tasks
3361,2011,How do 100 people walk a tightrope toget,How do 100 people walk a tightrope together An experiment in large scale joint action
3362,2011,An investigation of search strategies fo,An investigation of search strategies for hypothesis generation using eye movement data
3363,2011,Exploring Spaces to Make the Right Choic,Exploring Spaces to Make the Right Choice The Cognitive Science of Search
3364,2011,How Far Can Indirect Evidence Take Us An,How Far Can Indirect Evidence Take Us Anaphoric One Revisited
3365,2011,Modeling structural priming in sentence ,Modeling structural priming in sentence production via analogical processes
3366,2011,Cognitive Modeling of Event-Related Pote,Cognitive Modeling of Event-Related Potentials
3367,2011,Learning Object Names in Real Time with ,Learning Object Names in Real Time with Little Data
3368,2011,Impedance Effects of Visual and Spatial ,Impedance Effects of Visual and Spatial Content upon Language-to-Logic Translation Accuracy
3369,2011,Towards a Law of Invariance Human Concep,Towards a Law of Invariance Human Conceptual Behavior
3370,2011,The Interplay of Multiple Mechanisms in ,The Interplay of Multiple Mechanisms in Word Learning
3371,2011,An Embodied Developmental Robotic Model ,An Embodied Developmental Robotic Model of Interactions between Numbers and Space
3372,2011,Shared Representations of Belief and The,Shared Representations of Belief and Their Effects on Action Selection A Preliminary Computational Cognitive Model
3373,2011,Simulating the Temporal Dynamics of Lear,Simulating the Temporal Dynamics of Learning-Related Shifts in Generalization Gradients with a Single-Layer Perceptron
3374,2011,Modeling Category Identification Using S,Modeling Category Identification Using Sparse Instance Representation
3375,2011,When Lighting a Candle Becomes a Superst,When Lighting a Candle Becomes a Superstition Analogical Recategorization through the Application of Relational Categories
3376,2011,Creative Interference and States of Pote,Creative Interference and States of Potentiality in Analogy Problem Solving
3377,2011,Contrast in natural language concepts An,Contrast in natural language concepts An exemplar-based approach
3378,2011,The Schematic Representation of Spatial ,The Schematic Representation of Spatial Relations Evidence from Group and Single-Case Lesion Studies
3379,2011,The Whole Number Bias in Fraction Magnit,The Whole Number Bias in Fraction Magnitude Comparisons with Adults
3380,2011,The modulation of word type frequency on,The modulation of word type frequency on hemispheric lateralization of visual word recognition Evidence from modeling Chinese character recognition
3381,2011,Immunity to error through misidentificat,Immunity to error through misidentification and non-attributive self-reference
3382,2011,The Influence of Conceptual Structure on,The Influence of Conceptual Structure on Structural Priming
3383,2011,Effects of Semantic Integration and Adva,Effects of Semantic Integration and Advance Planning on Grammatical Encoding in Sentence Production
3384,2011,An online model of the acquisition of ph,An online model of the acquisition of phonotactics within Optimality Theory
3385,2011,Audience Design in the Generation of Ref,Audience Design in the Generation of References to Famous People
3386,2011,Memory limitations alone do not lead to ,Memory limitations alone do not lead to over-regularization An experimental and computational investigation
3387,2011,Finding the Cause Examining the Role of ,Finding the Cause Examining the Role of Qualitative Causal Inference through Categorical Judgments
3388,2011,Multisensory Sensemaking Childrens Explo,Multisensory Sensemaking Childrens Exploratory Behavior has Organizing Structure at Micro- and Macro-scales
3389,2011,A Memory-Based Account of the Spatial Pr,A Memory-Based Account of the Spatial Prisoners Dilemma
3390,2011,Semantic structure in improvised communi,Semantic structure in improvised communication
3391,2011,Effects of speaker gaze on spoken langua,Effects of speaker gaze on spoken language comprehension task matters
3392,2011,What makes intensional estimates of prob,What makes intensional estimates of probabilities inconsistent
3393,2011,Past Experience Inuences Judgment of Pai,Past Experience Inuences Judgment of Pain Prediction of Sequential Dependencies
3394,2011,Apparent Paradoxes in Moral Reasoning Or,Apparent Paradoxes in Moral Reasoning Or how you forced him to do it even though he wasnt forced to do it
3395,2011,A Model-Based Approach to Measuring Expe,A Model-Based Approach to Measuring Expertise in Ranking Tasks
3396,2011,Effects of Grounded and Formal Represent,Effects of Grounded and Formal Representations on Combinatorics Learning
3397,2011,Wayfinding and description strategies in,Wayfinding and description strategies in an unfamiliar complex building
3398,2011,Do children and adults learn forward and,Do children and adults learn forward and inverse conditional probabilities together
3399,2011,Modeling U Shaped Performance Curves in ,Modeling U Shaped Performance Curves in Ongoing Development
3400,2011,Motivation and Motor Control Hemispheric,Motivation and Motor Control Hemispheric Specialization for Motivation Reverses with Handedness
3401,2011,Conflict Resolution in Remote Collaborat,Conflict Resolution in Remote Collaborative Problem Solving A Comparison of Different Computer Mediated Communication Methods
3402,2011,Pain as Enactive Perception Applying Noe,Pain as Enactive Perception Applying Noes Theory of Perception
3403,2011,Geographic Event Conceptualization Where,Geographic Event Conceptualization Where Spatial and Cognitive Sciences Meet
3404,2011,A Computational Account of Everyday Abdu,A Computational Account of Everyday Abductive Inference
3405,2011,Do you have to look where you go Gaze be,Do you have to look where you go Gaze behaviour during spatial decision making
3406,2011,Overextensions that extend into adolesce,Overextensions that extend into adolescence Insights from a threshold model of categorization
3407,2011,Enhancing the Comprehension of Science T,Enhancing the Comprehension of Science Text through Visual Analogies
3408,2011,Designing learning materials to foster t,Designing learning materials to foster transfer of principles
3409,2011,Time-interval statistics adaptively modu,Time-interval statistics adaptively modulate decision makers willingness to wait for delayed outcomes
3410,2011,The Influence of Learner Characteristics,The Influence of Learner Characteristics on Conducting Scientific Inquiry Within Microworlds
3411,2011,Everyday Cognitive Science Using the met,Everyday Cognitive Science Using the methods of cognitive science to explore spatial thinking in related disciplines
3412,2011,A Preliminary Report on the Effects of M,A Preliminary Report on the Effects of Mild Traumatic Brain Injury on Spatial Attention
3413,2011,Preparing Students for Effective Explain,Preparing Students for Effective Explaining of Worked Examples in the Genetics Cognitive Tutor
3414,2011,What Should we Be Realist about in Cogni,What Should we Be Realist about in Cognitive Science
3415,2011,Role of Attention in the Formation of Il,Role of Attention in the Formation of Illusory Correlations Among Preschoolers
3416,2011,Memory Representations Supporting Speake,Memory Representations Supporting Speakers Choice of Referring Expression Effects of Category Overlap and Shared Experience
3417,2011,Dynamical Emotions Bodily Dynamics of Af,Dynamical Emotions Bodily Dynamics of Affect during Problem Solving
3418,2011,Modeling Response Times in the GoNo-Go D,Modeling Response Times in the GoNo-Go Discrimination Task
3419,2011,A Tale of Two Semantic Systems Taxonomic,A Tale of Two Semantic Systems Taxonomic and Thematic Knowledge
3420,2011,Asymmetry in Stroop interference arising,Asymmetry in Stroop interference arising from naming practice shape beats color
3421,2011,Incremental Models of Natural Language C,Incremental Models of Natural Language Category Acquisition
3422,2011,How Reading Goals and Rhetorical Signals,How Reading Goals and Rhetorical Signals Influence Recipients Recognition of Intertextual Conflicts
3423,2011,Text Coherence and Judgments of Essay Qu,Text Coherence and Judgments of Essay Quality Models of Quality and Coherence
3424,2011,A Quantum Probability Explanation for Vi,A Quantum Probability Explanation for Violations of Symmetry in Similarity Judgments
3425,2011,Detecting deviations from randomness,Detecting deviations from randomness
3426,2011,Social Capital and Language Acquisition ,Social Capital and Language Acquisition during Study Abroad
3427,2011,Multisensory Statistical Learning Can Cr,Multisensory Statistical Learning Can Cross-Modal Associations Be Acquired
3428,2011,The Development of Context Use and Three,The Development of Context Use and Three Way Bindings in Episodic Memory
3429,2011,Probability-matching in 10-month-old inf,Probability-matching in 10-month-old infants
3430,2011,Simulating Realism in Language Comprehen,Simulating Realism in Language Comprehension
3431,2011,Item noise in the Sternberg paradigm,Item noise in the Sternberg paradigm
3432,2011,Modeling Decision Making on the Use of A,Modeling Decision Making on the Use of Automation
3433,2011,Blocking Requires Uncertainty about Nove,Blocking Requires Uncertainty about Novel Cues
3434,2011,Whose Mind Matters More The moral agent ,Whose Mind Matters More The moral agent or the artist The role of intent in ethics and aesthetics
3435,2011,Markers of Discourse Structure in Child-,Markers of Discourse Structure in Child-Directed Speech
3436,2011,Why readers regress to previous words A ,Why readers regress to previous words A statistical analysis
3437,2011,The Effect of Repeated Cue Exposure on P,The Effect of Repeated Cue Exposure on Post-Completion Errors
3438,2011,Beyond the retina Evidence for a face in,Beyond the retina Evidence for a face inversion effect in the environmental frame of reference
3439,2011,Effects of scene variation on referentia,Effects of scene variation on referential overspecification
3440,2011,The Attraction of Visual Attention to Te,The Attraction of Visual Attention to Texts in Real-World Scenes
3441,2011,Perception of intentions and mental stat,Perception of intentions and mental states in autonomous virtual agents
3442,2011,The QWERTY Effect How stereo-typing shap,The QWERTY Effect How stereo-typing shapes the mental lexicon
3443,2011,The Semantic Pictionary Project,The Semantic Pictionary Project
3444,2011,Unlocking potential Individual differenc,Unlocking potential Individual differences in the use of concurrent scientific visualizations
3445,2011,Brief Familiarization Primes Covert Imit,Brief Familiarization Primes Covert Imitation in 9-month-old Infants
3446,2011,The Nature of Mental Images - An Integra,The Nature of Mental Images - An Integrative Computational Theory
3447,2011,A Model of Concept Generalization and Fe,A Model of Concept Generalization and Feature Representation in Hierarchies
3448,2011,Estimating human priors on causal streng,Estimating human priors on causal strength
3449,2011,Productivity and Reuse in Language,Productivity and Reuse in Language
3450,2011,Does Teaching Experience Help Difference,Does Teaching Experience Help Differences in the Assessment of Tutees Understanding Between Teacher Tutors and Student Tutors
3451,2011,Effects of Filler-gap Dependencies Worki,Effects of Filler-gap Dependencies Working Memory Requirements for Parsing
3452,2011,Evading a Multitasking Bottleneck Presen,Evading a Multitasking Bottleneck Presenting Intermediate Representations in the Environment
3453,2011,Fictional Worlds and Cognitive Science,Fictional Worlds and Cognitive Science
3454,2011,Reverse Appraisal Inferring from Emotion,Reverse Appraisal Inferring from Emotion Displays who is the Cooperator and the Competitor in a Social Dilemma
3455,2011,A one-stage distributed processing accou,A one-stage distributed processing account of linguistic negation
3456,2011,Moving Beyond Where and What to How Usin,Moving Beyond Where and What to How Using Models and fMRI to Understand Brain-Behavior Relations
3457,2011,Humans use different statistics for sequ,Humans use different statistics for sequence analysis depending on the task
3458,2011,Partial Representations of Scenes in Cha,Partial Representations of Scenes in Change Blindness In the Eyes and in the Hands
3459,2011,The Role of Hierarchy in Learning to Cat,The Role of Hierarchy in Learning to Categorize Images
3460,2011,Investigating how infants learn to searc,Investigating how infants learn to search in the A-not-B task
3461,2011,The Absence of Positive Affect is Associ,The Absence of Positive Affect is Associated with Complex Rule Use
3462,2011,Classroom-based Experiments in Productiv,Classroom-based Experiments in Productive Failure
3463,2011,Cognitive Control in the Generation of R,Cognitive Control in the Generation of Random Sequences A Computational Study of Secondary Task Effects
3464,2011,Does Attention Confer Importance Examini,Does Attention Confer Importance Examining Evidence from the Multiattribute Choice Domain
3465,2011,Effects of Multiple Learning Mechanisms ,Effects of Multiple Learning Mechanisms in a Cognitive Architecture
3466,2011,Inducing homonymy effects via stimulus q,Inducing homonymy effects via stimulus quality and (not) nonword difficulty Implications for models of semantic ambiguity and word recognition
3467,2011,A Text Corpus Analysis Approach to the C,A Text Corpus Analysis Approach to the Conjunction Fallacy
3468,2011,Context and Causal Structure Enhance Mem,Context and Causal Structure Enhance Memory for Clinical Details
3469,2011,Priming Spatial Perspective,Priming Spatial Perspective
3470,2011,Comparisons in Category Learning How Bes,Comparisons in Category Learning How Best to Compare For What
3471,2011,Modeling Acute and Compensated Language ,Modeling Acute and Compensated Language Disturbance in Schizophrenia
3472,2011,A Study of the Pragmatic Prototypical Ca,A Study of the Pragmatic Prototypical Categories of Rhetorical Questions
3473,2011,Is Arithmetic Embodied Differential Inte,Is Arithmetic Embodied Differential Interference of Sequential Finger Tapping on Addition during a Dual Task Paradigm
3474,2011,Basic Information Processing Effects fro,Basic Information Processing Effects from Perceptual Learning in Complex Real-World Domains
3475,2011,Speaker gaze affects utterance comprehen,Speaker gaze affects utterance comprehension beyond visual attention shifts
3476,2011,A Tale of Two Processes Categorization A,A Tale of Two Processes Categorization Accuracy and Attentional Learning Dissociate with Imperfect Feedback
3477,2011,Selective attention and speech errors Fe,Selective attention and speech errors Feature migration in time
3478,2011,Framing influences aggregate judgments o,Framing influences aggregate judgments of learning
3479,2011,Towards Computational Guessing of Unknow,Towards Computational Guessing of Unknown Word Meanings The Ontological Semantic Approach
3480,2011,Are Category Labels Features or Nave Ass,Are Category Labels Features or Nave Assumption
